date,truth,lstm_pred
2018-07-22,323504.0,320812.173828125
2018-07-23,369842.0,364407.234375
2018-07-24,381373.0,382988.9287109375
2018-07-25,396080.0,386401.05859375
2018-07-26,395382.0,398923.634765625
2018-07-27,379599.0,387948.44677734375
2018-07-28,338714.0,343373.66796875
2018-07-29,327792.0,332313.14111328125
2018-07-30,368834.0,366677.36328125
2018-07-31,364327.0,379190.91015625
2018-08-01,363628.0,363813.6012573242
2018-08-02,376504.0,369015.24267578125
