date,electricity_total,electricity_mean,electricity_max,electricity_min
2004-10-02,311997.0,12999.875,14082.0,11142.0
2004-10-03,293450.0,12227.083333333334,14237.0,10430.0
2004-10-04,343417.0,14309.041666666666,16133.0,11247.0
2004-10-05,346553.0,14439.708333333334,16007.0,11914.0
2004-10-06,346195.0,14424.791666666666,15706.0,12164.0
2004-10-07,346786.0,14449.416666666666,15893.0,11745.0
2004-10-08,344408.0,14350.333333333334,15703.0,11749.0
2004-10-09,310429.0,12934.541666666666,14122.0,11064.0
2004-10-10,294249.0,12260.375,14162.0,10426.0
2004-10-11,343194.0,14299.75,15995.0,11514.0
2004-10-12,350758.0,14614.916666666666,16068.0,12051.0
2004-10-13,346906.0,14454.416666666666,16136.0,11862.0
2004-10-14,347616.0,14484.0,16129.0,11744.0
2004-10-15,348881.0,14536.708333333334,15848.0,11867.0
2004-10-16,326465.0,13602.708333333334,14793.0,11890.0
2004-10-17,314364.0,13098.5,14688.0,11896.0
2004-10-18,370216.0,15425.666666666666,17003.0,12576.0
2004-10-19,355375.0,14807.291666666666,16161.0,12414.0
2004-10-20,348466.0,14519.416666666666,16076.0,11896.0
2004-10-21,345066.0,14377.75,15921.0,11700.0
2004-10-22,343467.0,14311.125,15655.0,11913.0
2004-10-23,318119.0,13254.958333333334,14369.0,11565.0
2004-10-24,298528.0,12438.666666666666,14244.0,10789.0
2004-10-25,347439.0,14476.625,16187.0,11603.0
2004-10-26,351691.0,14653.791666666666,16222.0,12035.0
2004-10-27,346772.0,14448.833333333334,16008.0,11826.0
2004-10-28,343864.0,14327.666666666666,15637.0,11671.0
2004-10-29,342247.0,14260.291666666666,15571.0,11530.0
2004-10-30,310183.0,12924.291666666666,14066.0,10996.0
2004-10-31,283428.0,12322.95652173913,14067.0,10263.0
2004-11-01,343730.0,14322.083333333334,16072.0,11372.0
2004-11-02,350023.0,14584.291666666666,16627.0,11802.0
2004-11-03,351589.0,14649.541666666666,16574.0,11887.0
2004-11-04,360449.0,15018.708333333334,16796.0,12357.0
2004-11-05,358413.0,14933.875,16274.0,12756.0
2004-11-06,333626.0,13901.083333333334,15098.0,12987.0
2004-11-07,310646.0,12943.583333333334,14525.0,11706.0
2004-11-08,363449.0,15143.708333333334,17450.0,12052.0
2004-11-09,390415.0,16267.291666666666,18034.0,14279.0
2004-11-10,385039.0,16043.291666666666,17897.0,14400.0
2004-11-11,375946.0,15664.416666666666,17321.0,13330.0
2004-11-12,373488.0,15562.0,16877.0,13201.0
2004-11-13,347094.0,14462.25,15679.0,13118.0
2004-11-14,345870.0,14411.25,15877.0,13241.0
2004-11-15,386507.0,16104.458333333334,18161.0,14036.0
2004-11-16,379207.0,15800.291666666666,17175.0,13668.0
2004-11-17,369128.0,15380.333333333334,16899.0,13047.0
2004-11-18,363325.0,15138.541666666666,16822.0,12555.0
2004-11-19,353355.0,14723.125,15965.0,12318.0
2004-11-20,320367.0,13348.625,14640.0,11585.0
2004-11-21,311510.0,12979.583333333334,14937.0,10998.0
2004-11-22,356843.0,14868.458333333334,16726.0,12189.0
2004-11-23,357029.0,14876.208333333334,16388.0,12462.0
2004-11-24,357410.0,14892.083333333334,16360.0,12146.0
2004-11-25,318622.0,13275.916666666666,15072.0,11427.0
2004-11-26,346471.0,14436.291666666666,15493.0,13091.0
2004-11-27,338821.0,14117.541666666666,15417.0,12607.0
2004-11-28,340210.0,14175.416666666666,16582.0,11934.0
2004-11-29,396844.0,16535.166666666668,18246.0,14003.0
2004-11-30,392491.0,16353.791666666666,18388.0,13818.0
2004-12-01,387942.0,16164.25,18428.0,13353.0
2004-12-02,406903.0,16954.291666666668,18943.0,15022.0
2004-12-03,398031.0,16584.625,18324.0,14581.0
2004-12-04,374692.0,15612.166666666666,17069.0,14500.0
2004-12-05,348679.0,14528.291666666666,16216.0,13377.0
2004-12-06,384356.0,16014.833333333334,17901.0,13204.0
2004-12-07,370514.0,15438.083333333334,17249.0,12823.0
2004-12-08,374612.0,15608.833333333334,17875.0,12670.0
2004-12-09,395409.0,16475.375,18180.0,13839.0
2004-12-10,376503.0,15687.625,17256.0,13096.0
2004-12-11,370583.0,15440.958333333334,17381.0,13042.0
2004-12-12,367592.0,15316.333333333334,17245.0,13373.0
2004-12-13,423812.0,17658.833333333332,20564.0,14021.0
2004-12-14,450103.0,18754.291666666668,20996.0,16064.0
2004-12-15,449526.0,18730.25,20502.0,16546.0
2004-12-16,442765.0,18448.541666666668,20605.0,16862.0
2004-12-17,415679.0,17319.958333333332,19281.0,15264.0
2004-12-18,399082.0,16628.416666666668,18108.0,15439.0
2004-12-19,412499.0,17187.458333333332,20840.0,14082.0
2004-12-20,500753.0,20864.708333333332,22577.0,18940.0
2004-12-21,447715.0,18654.791666666668,20555.0,17362.0
2004-12-22,417517.0,17396.541666666668,19040.0,14929.0
2004-12-23,393186.0,16382.75,18424.0,14048.0
2004-12-24,395302.0,16470.916666666668,17772.0,15068.0
2004-12-25,392990.0,16374.583333333334,17927.0,14394.0
2004-12-26,385755.0,16073.125,18086.0,14452.0
2004-12-27,440413.0,18350.541666666668,20127.0,16090.0
2004-12-28,434784.0,18116.0,19882.0,16923.0
2004-12-29,390743.0,16280.958333333334,17738.0,14432.0
2004-12-30,365830.0,15242.916666666666,16508.0,13379.0
2004-12-31,338594.0,14108.083333333334,15261.0,12517.0
2005-01-01,311897.0,12995.708333333334,14536.0,11461.0
2005-01-02,322712.0,13446.333333333334,15269.0,11613.0
2005-01-03,363937.0,15164.041666666666,17097.0,12179.0
2005-01-04,374003.0,15583.458333333334,17434.0,12645.0
2005-01-05,389445.0,16226.875,18061.0,13369.0
2005-01-06,374851.0,15618.791666666666,17492.0,13027.0
2005-01-07,389679.0,16236.625,17474.0,13946.0
2005-01-08,363338.0,15139.083333333334,16472.0,13512.0
2005-01-09,349828.0,14576.166666666666,16252.0,13212.0
2005-01-10,390332.0,16263.833333333334,17815.0,13819.0
2005-01-11,394250.0,16427.083333333332,17822.0,14039.0
2005-01-12,368065.0,15336.041666666666,16588.0,13265.0
2005-01-13,360620.0,15025.833333333334,16863.0,12271.0
2005-01-14,400007.0,16666.958333333332,18690.0,13444.0
2005-01-15,397533.0,16563.875,18039.0,15370.0
2005-01-16,400928.0,16705.333333333332,18833.0,14801.0
2005-01-17,480699.0,20029.125,22169.0,17179.0
2005-01-18,499350.0,20806.25,22940.0,19127.0
2005-01-19,477819.0,19909.125,21309.0,18328.0
2005-01-20,448482.0,18686.75,20641.0,16048.0
2005-01-21,453776.0,18907.333333333332,20358.0,16629.0
2005-01-22,439113.0,18296.375,19986.0,16429.0
2005-01-23,462987.0,19291.125,21200.0,17732.0
2005-01-24,495527.0,20646.958333333332,22652.0,19242.0
2005-01-25,440343.0,18347.625,20686.0,16851.0
2005-01-26,423651.0,17652.125,19472.0,15384.0
2005-01-27,457276.0,19053.166666666668,21086.0,16429.0
2005-01-28,467588.0,19482.833333333332,22280.0,18234.0
2005-01-29,423902.0,17662.583333333332,18754.0,16272.0
2005-01-30,386106.0,16087.75,17724.0,14766.0
2005-01-31,427070.0,17794.583333333332,20089.0,15699.0
2005-02-01,426925.0,17788.541666666668,19794.0,15897.0
2005-02-02,436545.0,18189.375,20687.0,16450.0
2005-02-03,411274.0,17136.416666666668,18802.0,14644.0
2005-02-04,410829.0,17117.875,19489.0,15700.0
2005-02-05,372899.0,15537.458333333334,17411.0,13870.0
2005-02-06,350214.0,14592.25,15867.0,13565.0
2005-02-07,384542.0,16022.583333333334,18057.0,13628.0
2005-02-08,383904.0,15996.0,17477.0,13569.0
2005-02-09,384398.0,16016.583333333334,17773.0,13317.0
2005-02-10,426095.0,17753.958333333332,20031.0,14634.0
2005-02-11,441762.0,18406.75,20191.0,16441.0
2005-02-12,373987.0,15582.791666666666,17101.0,13987.0
2005-02-13,362694.0,15112.25,16503.0,13747.0
2005-02-14,387979.0,16165.791666666666,17613.0,13375.0
2005-02-15,375974.0,15665.583333333334,17514.0,13930.0
2005-02-16,388959.0,16206.625,18256.0,13285.0
2005-02-17,420808.0,17533.666666666668,19376.0,14901.0
2005-02-18,432196.0,18008.166666666668,19834.0,16109.0
2005-02-19,396286.0,16511.916666666668,18190.0,14987.0
2005-02-20,369545.0,15397.708333333334,16977.0,13664.0
2005-02-21,382247.0,15926.958333333334,17524.0,13448.0
2005-02-22,386806.0,16116.916666666666,17553.0,13772.0
2005-02-23,391467.0,16311.125,17913.0,14102.0
2005-02-24,420623.0,17525.958333333332,19251.0,14753.0
2005-02-25,415019.0,17292.458333333332,19386.0,15631.0
2005-02-26,375256.0,15635.666666666666,17143.0,14245.0
2005-02-27,366052.0,15252.166666666666,16381.0,14298.0
2005-02-28,410460.0,17102.5,18954.0,14109.0
2005-03-01,442300.0,18429.166666666668,20598.0,15675.0
2005-03-02,445522.0,18563.416666666668,19966.0,16723.0
2005-03-03,434906.0,18121.083333333332,20291.0,16806.0
2005-03-04,423921.0,17663.375,20179.0,16410.0
2005-03-05,370053.0,15418.875,16423.0,14222.0
2005-03-06,341937.0,14247.375,15410.0,12968.0
2005-03-07,371327.0,15471.958333333334,17167.0,13118.0
2005-03-08,418298.0,17429.083333333332,19935.0,13848.0
2005-03-09,429768.0,17907.0,19863.0,16356.0
2005-03-10,421636.0,17568.166666666668,19574.0,15826.0
2005-03-11,408397.0,17016.541666666668,18356.0,14791.0
2005-03-12,380530.0,15855.416666666666,16839.0,14937.0
2005-03-13,359374.0,14973.916666666666,16908.0,13699.0
2005-03-14,398975.0,16623.958333333332,18619.0,14613.0
2005-03-15,397627.0,16567.791666666668,19035.0,15103.0
2005-03-16,402127.0,16755.291666666668,18199.0,14554.0
2005-03-17,394746.0,16447.75,18083.0,14717.0
2005-03-18,379773.0,15823.875,18390.0,14480.0
2005-03-19,351729.0,14655.375,15743.0,13619.0
2005-03-20,337025.0,14042.708333333334,15729.0,12413.0
2005-03-21,381706.0,15904.416666666666,17728.0,13767.0
2005-03-22,382930.0,15955.416666666666,17813.0,14395.0
2005-03-23,380088.0,15837.0,17248.0,13474.0
2005-03-24,383810.0,15992.083333333334,17413.0,13859.0
2005-03-25,355178.0,14799.083333333334,16318.0,13397.0
2005-03-26,328211.0,13675.458333333334,14888.0,12434.0
2005-03-27,315459.0,13144.125,14570.0,11829.0
2005-03-28,361071.0,15044.625,16699.0,12273.0
2005-03-29,358743.0,14947.625,16439.0,13103.0
2005-03-30,349440.0,14560.0,15901.0,12737.0
2005-03-31,340895.0,14203.958333333334,15654.0,11510.0
2005-04-01,348358.0,14514.916666666666,15803.0,12289.0
2005-04-02,350010.0,14583.75,16539.0,12400.0
2005-04-03,315021.0,13696.565217391304,14692.0,12923.0
2005-04-04,352225.0,14676.041666666666,16541.0,12812.0
2005-04-05,346789.0,14449.541666666666,15857.0,12194.0
2005-04-06,337256.0,14052.333333333334,15611.0,11432.0
2005-04-07,339447.0,14143.625,15575.0,11337.0
2005-04-08,335421.0,13975.875,15223.0,11757.0
2005-04-09,303655.0,12652.291666666666,13585.0,11166.0
2005-04-10,288786.0,12032.75,13873.0,10327.0
2005-04-11,329595.0,13733.125,15463.0,10667.0
2005-04-12,335568.0,13982.0,15699.0,11193.0
2005-04-13,346691.0,14445.458333333334,15681.0,11987.0
2005-04-14,347106.0,14462.75,15882.0,12496.0
2005-04-15,338782.0,14115.916666666666,15698.0,12094.0
2005-04-16,309685.0,12903.541666666666,14083.0,11706.0
2005-04-17,296710.0,12362.916666666666,13967.0,11039.0
2005-04-18,338772.0,14115.5,15725.0,10995.0
2005-04-19,347358.0,14473.25,16161.0,11357.0
2005-04-20,345837.0,14409.875,15947.0,11335.0
2005-04-21,336195.0,14008.125,15469.0,11091.0
2005-04-22,339327.0,14138.625,15618.0,11641.0
2005-04-23,336324.0,14013.5,15855.0,11295.0
2005-04-24,352867.0,14702.791666666666,16155.0,12903.0
2005-04-25,360068.0,15002.833333333334,16522.0,13386.0
2005-04-26,351312.0,14638.0,16016.0,12297.0
2005-04-27,348692.0,14528.833333333334,15875.0,12160.0
2005-04-28,351963.0,14665.125,16155.0,12731.0
2005-04-29,345491.0,14395.458333333334,15935.0,12145.0
2005-04-30,314001.0,13083.375,14233.0,11686.0
2005-05-01,300874.0,12536.416666666666,14218.0,11221.0
2005-05-02,354829.0,14784.541666666666,16351.0,12136.0
2005-05-03,361948.0,15081.166666666666,16723.0,13216.0
2005-05-04,356279.0,14844.958333333334,16663.0,13026.0
2005-05-05,348558.0,14523.25,16117.0,12536.0
2005-05-06,338772.0,14115.5,15469.0,11931.0
2005-05-07,305282.0,12720.083333333334,13717.0,11205.0
2005-05-08,288499.0,12020.791666666666,13960.0,10348.0
2005-05-09,344112.0,14338.0,16305.0,11023.0
2005-05-10,354265.0,14761.041666666666,16562.0,11473.0
2005-05-11,366216.0,15259.0,17544.0,11736.0
2005-05-12,347610.0,14483.75,15961.0,11626.0
2005-05-13,344416.0,14350.666666666666,16090.0,11627.0
2005-05-14,311363.0,12973.458333333334,14261.0,10927.0
2005-05-15,286320.0,11930.0,13566.0,10210.0
2005-05-16,332366.0,13848.583333333334,15247.0,11000.0
2005-05-17,342444.0,14268.5,15459.0,11800.0
2005-05-18,342162.0,14256.75,15731.0,11465.0
2005-05-19,344802.0,14366.75,15966.0,11447.0
2005-05-20,333687.0,13903.625,15403.0,11516.0
2005-05-21,302452.0,12602.166666666666,13507.0,10756.0
2005-05-22,287690.0,11987.083333333334,13704.0,10164.0
2005-05-23,335285.0,13970.208333333334,15652.0,10967.0
2005-05-24,336577.0,14024.041666666666,15398.0,11394.0
2005-05-25,336957.0,14039.875,15167.0,11585.0
2005-05-26,344745.0,14364.375,15780.0,11527.0
2005-05-27,333854.0,13910.583333333334,15562.0,11168.0
2005-05-28,290557.0,12106.541666666666,13017.0,10509.0
2005-05-29,278378.0,11599.083333333334,12848.0,9949.0
2005-05-30,286890.0,11953.75,13885.0,9823.0
2005-05-31,343505.0,14312.708333333334,16403.0,10822.0
2005-06-01,346510.0,14437.916666666666,16255.0,11350.0
2005-06-02,344445.0,14351.875,16069.0,11393.0
2005-06-03,346486.0,14436.916666666666,16028.0,11594.0
2005-06-04,340616.0,14192.333333333334,16389.0,11267.0
2005-06-05,356258.0,14844.083333333334,18192.0,10968.0
2005-06-06,415076.0,17294.833333333332,20836.0,12550.0
2005-06-07,420704.0,17529.333333333332,21039.0,12900.0
2005-06-08,428397.0,17849.875,21491.0,13298.0
2005-06-09,434067.0,18086.125,21660.0,13320.0
2005-06-10,436952.0,18206.333333333332,21455.0,13879.0
2005-06-11,384188.0,16007.833333333334,18215.0,12822.0
2005-06-12,364683.0,15195.125,17863.0,11843.0
2005-06-13,421104.0,17546.0,20254.0,13591.0
2005-06-14,428099.0,17837.458333333332,21624.0,13374.0
2005-06-15,388172.0,16173.833333333334,18315.0,12842.0
2005-06-16,361964.0,15081.833333333334,16874.0,12098.0
2005-06-17,349232.0,14551.333333333334,16477.0,11782.0
2005-06-18,314140.0,13089.166666666666,14375.0,10996.0
2005-06-19,307076.0,12794.833333333334,14600.0,10365.0
2005-06-20,365023.0,15209.291666666666,17830.0,11435.0
2005-06-21,383697.0,15987.375,19060.0,11920.0
2005-06-22,401150.0,16714.583333333332,19889.0,12706.0
2005-06-23,402661.0,16777.541666666668,20472.0,12213.0
2005-06-24,420651.0,17527.125,21585.0,12711.0
2005-06-25,403889.0,16828.708333333332,20206.0,12719.0
2005-06-26,394028.0,16417.833333333332,20021.0,11902.0
2005-06-27,448727.0,18696.958333333332,22579.0,13683.0
2005-06-28,430341.0,17930.875,20907.0,13951.0
2005-06-29,434576.0,18107.333333333332,21971.0,13426.0
2005-06-30,427328.0,17805.333333333332,21220.0,13682.0
2005-07-01,404738.0,16864.083333333332,20079.0,13106.0
2005-07-02,339327.0,14138.625,16183.0,11500.0
2005-07-03,332765.0,13865.208333333334,16899.0,10498.0
2005-07-04,362180.0,15090.833333333334,18574.0,11160.0
2005-07-05,389212.0,16217.166666666666,19307.0,12280.0
2005-07-06,388065.0,16169.375,19194.0,12281.0
2005-07-07,374750.0,15614.583333333334,17772.0,12326.0
2005-07-08,375850.0,15660.416666666666,18685.0,11903.0
2005-07-09,357909.0,14912.875,18238.0,11344.0
2005-07-10,358837.0,14951.541666666666,18616.0,10896.0
2005-07-11,415891.0,17328.791666666668,21061.0,12464.0
2005-07-12,444915.0,18538.125,22051.0,14021.0
2005-07-13,424092.0,17670.5,20187.0,13969.0
2005-07-14,415286.0,17303.583333333332,19722.0,13655.0
2005-07-15,426952.0,17789.666666666668,21074.0,13560.0
2005-07-16,400153.0,16673.041666666668,19354.0,13355.0
2005-07-17,387354.0,16139.75,19187.0,12408.0
2005-07-18,445250.0,18552.083333333332,22205.0,13953.0
2005-07-19,447460.0,18644.166666666668,22185.0,14135.0
2005-07-20,443041.0,18460.041666666668,22473.0,13511.0
2005-07-21,457496.0,19062.333333333332,23013.0,14235.0
2005-07-22,445456.0,18560.666666666668,21825.0,14268.0
2005-07-23,404277.0,16844.875,20056.0,12963.0
2005-07-24,393616.0,16400.666666666668,20479.0,12088.0
2005-07-25,469403.0,19558.458333333332,23741.0,14883.0
2005-07-26,474872.0,19786.333333333332,24015.0,14695.0
2005-07-27,429020.0,17875.833333333332,20120.0,15063.0
2005-07-28,397594.0,16566.416666666668,19318.0,12894.0
2005-07-29,396678.0,16528.25,19334.0,12886.0
2005-07-30,372003.0,15500.125,18485.0,12120.0
2005-07-31,372280.0,15511.666666666666,19102.0,11703.0
2005-08-01,436974.0,18207.25,22766.0,12917.0
2005-08-02,457263.0,19052.625,23479.0,13754.0
2005-08-03,463564.0,19315.166666666668,23614.0,14106.0
2005-08-04,461301.0,19220.875,22725.0,14396.0
2005-08-05,435623.0,18150.958333333332,20924.0,14663.0
2005-08-06,383906.0,15996.083333333334,18361.0,13023.0
2005-08-07,373055.0,15543.958333333334,18871.0,11908.0
2005-08-08,422208.0,17592.0,20948.0,13320.0
2005-08-09,438006.0,18250.25,22224.0,13401.0
2005-08-10,447699.0,18654.125,22551.0,14032.0
2005-08-11,445092.0,18545.5,22177.0,13973.0
2005-08-12,459700.0,19154.166666666668,23371.0,14125.0
2005-08-13,428651.0,17860.458333333332,21407.0,13922.0
2005-08-14,385583.0,16065.958333333334,18668.0,12756.0
2005-08-15,416698.0,17362.416666666668,20239.0,13447.0
2005-08-16,412849.0,17202.041666666668,20013.0,13457.0
2005-08-17,416776.0,17365.666666666668,21131.0,12949.0
2005-08-18,417203.0,17383.458333333332,20465.0,13113.0
2005-08-19,440174.0,18340.583333333332,22045.0,13984.0
2005-08-20,418745.0,17447.708333333332,21082.0,13420.0
2005-08-21,389952.0,16248.0,19218.0,12695.0
2005-08-22,395979.0,16499.125,19510.0,12593.0
2005-08-23,382012.0,15917.166666666666,18332.0,12441.0
2005-08-24,382523.0,15938.458333333334,18836.0,12323.0
2005-08-25,399709.0,16654.541666666668,20179.0,12448.0
2005-08-26,393721.0,16405.041666666668,18320.0,13179.0
2005-08-27,366925.0,15288.541666666666,17353.0,12495.0
2005-08-28,362769.0,15115.375,18654.0,11424.0
2005-08-29,399219.0,16634.125,19058.0,12843.0
2005-08-30,401061.0,16710.875,18838.0,13138.0
2005-08-31,399871.0,16661.291666666668,18826.0,13490.0
2005-09-01,395822.0,16492.583333333332,19574.0,12461.0
2005-09-02,386720.0,16113.333333333334,19053.0,12450.0
2005-09-03,332377.0,13849.041666666666,16259.0,11148.0
2005-09-04,312416.0,13017.333333333334,15196.0,10610.0
2005-09-05,317458.0,13227.416666666666,16045.0,10332.0
2005-09-06,375495.0,15645.625,18932.0,11393.0
2005-09-07,383266.0,15969.416666666666,19216.0,12199.0
2005-09-08,389250.0,16218.75,19476.0,12150.0
2005-09-09,392656.0,16360.666666666666,19565.0,12316.0
2005-09-10,366139.0,15255.791666666666,18364.0,11886.0
2005-09-11,348879.0,14536.625,17868.0,11194.0
2005-09-12,399674.0,16653.083333333332,20573.0,12141.0
2005-09-13,408238.0,17009.916666666668,20786.0,12575.0
2005-09-14,404751.0,16864.625,19629.0,13009.0
2005-09-15,402433.0,16768.041666666668,19695.0,12853.0
2005-09-16,386946.0,16122.75,18469.0,12992.0
2005-09-17,335940.0,13997.5,15623.0,11599.0
2005-09-18,326917.0,13621.541666666666,16258.0,10846.0
2005-09-19,376112.0,15671.333333333334,18675.0,11692.0
2005-09-20,385641.0,16068.375,18418.0,12439.0
2005-09-21,380541.0,15855.875,18852.0,12111.0
2005-09-22,396209.0,16508.708333333332,19914.0,12123.0
2005-09-23,386067.0,16086.125,18241.0,12875.0
2005-09-24,343673.0,14319.708333333334,16255.0,11677.0
2005-09-25,340685.0,14195.208333333334,16780.0,11326.0
2005-09-26,374467.0,15602.791666666666,17168.0,12580.0
2005-09-27,360674.0,15028.083333333334,17145.0,11928.0
2005-09-28,358896.0,14954.0,17360.0,11498.0
2005-09-29,347962.0,14498.416666666666,15736.0,12081.0
2005-09-30,333638.0,13901.583333333334,15230.0,11418.0
2005-10-01,309256.0,12885.666666666666,14460.0,10773.0
2005-10-02,314965.0,13123.541666666666,16083.0,10447.0
2005-10-03,375920.0,15663.333333333334,18584.0,11843.0
2005-10-04,379934.0,15830.583333333334,18629.0,12063.0
2005-10-05,377712.0,15738.0,18308.0,12214.0
2005-10-06,376695.0,15695.625,17685.0,12372.0
2005-10-07,351175.0,14632.291666666666,15883.0,12238.0
2005-10-08,313422.0,13059.25,14137.0,11289.0
2005-10-09,297060.0,12377.5,14292.0,10523.0
2005-10-10,342009.0,14250.375,16100.0,11346.0
2005-10-11,346761.0,14448.375,16136.0,11729.0
2005-10-12,347238.0,14468.25,16082.0,11723.0
2005-10-13,347589.0,14482.875,16210.0,11669.0
2005-10-14,340694.0,14195.583333333334,15488.0,11692.0
2005-10-15,305352.0,12723.0,13734.0,11088.0
2005-10-16,293034.0,12209.75,14169.0,10437.0
2005-10-17,340378.0,14182.416666666666,15777.0,11342.0
2005-10-18,346173.0,14423.875,16040.0,11796.0
2005-10-19,346923.0,14455.125,16259.0,11744.0
2005-10-20,349982.0,14582.583333333334,16371.0,11600.0
2005-10-21,347825.0,14492.708333333334,15760.0,11993.0
2005-10-22,317641.0,13235.041666666666,14498.0,11301.0
2005-10-23,310175.0,12923.958333333334,14623.0,11226.0
2005-10-24,365040.0,15210.0,17501.0,12021.0
2005-10-25,385098.0,16045.75,17746.0,13289.0
2005-10-26,375814.0,15658.916666666666,17048.0,13414.0
2005-10-27,380432.0,15851.333333333334,17688.0,13785.0
2005-10-28,372445.0,15518.541666666666,17287.0,13551.0
2005-10-29,349270.0,14552.916666666666,16237.0,13578.0
2005-10-30,317912.0,13822.260869565218,14973.0,12890.0
2005-10-31,361443.0,15060.125,16968.0,12900.0
2005-11-01,363353.0,15139.708333333334,16789.0,12829.0
2005-11-02,360321.0,15013.375,16674.0,12536.0
2005-11-03,364267.0,15177.791666666666,16863.0,13124.0
2005-11-04,350840.0,14618.333333333334,16211.0,12674.0
2005-11-05,315664.0,13152.666666666666,14353.0,11553.0
2005-11-06,299186.0,12466.083333333334,14569.0,10469.0
2005-11-07,351704.0,14654.333333333334,16488.0,11836.0
2005-11-08,359526.0,14980.25,16520.0,12697.0
2005-11-09,352072.0,14669.666666666666,16386.0,11966.0
2005-11-10,364094.0,15170.583333333334,17197.0,12117.0
2005-11-11,376206.0,15675.25,17676.0,14249.0
2005-11-12,339359.0,14139.958333333334,15500.0,13184.0
2005-11-13,316789.0,13199.541666666666,14646.0,11867.0
2005-11-14,354692.0,14778.833333333334,16883.0,11795.0
2005-11-15,354985.0,14791.041666666666,16368.0,12186.0
2005-11-16,371029.0,15459.541666666666,18064.0,11919.0
2005-11-17,414618.0,17275.75,19324.0,14525.0
2005-11-18,423583.0,17649.291666666668,19848.0,16176.0
2005-11-19,373603.0,15566.791666666666,17274.0,14011.0
2005-11-20,336863.0,14035.958333333334,15544.0,13055.0
2005-11-21,382119.0,15921.625,17776.0,13056.0
2005-11-22,403456.0,16810.666666666668,19019.0,13751.0
2005-11-23,420407.0,17516.958333333332,18868.0,15063.0
2005-11-24,349408.0,14558.666666666666,16054.0,13029.0
2005-11-25,387293.0,16137.208333333334,17319.0,14857.0
2005-11-26,368740.0,15364.166666666666,16721.0,14115.0
2005-11-27,341479.0,14228.291666666666,15791.0,12933.0
2005-11-28,364119.0,15171.625,17054.0,12606.0
2005-11-29,370635.0,15443.125,18032.0,12157.0
2005-11-30,409905.0,17079.375,19315.0,14040.0
2005-12-01,430796.0,17949.833333333332,19524.0,15680.0
2005-12-02,436351.0,18181.291666666668,19840.0,15617.0
2005-12-03,414389.0,17266.208333333332,18404.0,15896.0
2005-12-04,379256.0,15802.333333333334,17842.0,13882.0
2005-12-05,437855.0,18243.958333333332,20740.0,14726.0
2005-12-06,453853.0,18910.541666666668,20858.0,16510.0
2005-12-07,456877.0,19036.541666666668,20887.0,17063.0
2005-12-08,467785.0,19491.041666666668,21405.0,17650.0
2005-12-09,452759.0,18864.958333333332,20484.0,16242.0
2005-12-10,425317.0,17721.541666666668,19431.0,16183.0
2005-12-11,400208.0,16675.333333333332,18709.0,14733.0
2005-12-12,441971.0,18415.458333333332,20710.0,15390.0
2005-12-13,457519.0,19063.291666666668,21133.0,16812.0
2005-12-14,466054.0,19418.916666666668,20996.0,17271.0
2005-12-15,448645.0,18693.541666666668,20213.0,15959.0
2005-12-16,436673.0,18194.708333333332,19733.0,15739.0
2005-12-17,415524.0,17313.5,18683.0,15781.0
2005-12-18,398894.0,16620.583333333332,18470.0,15308.0
2005-12-19,464775.0,19365.625,21762.0,16258.0
2005-12-20,488300.0,20345.833333333332,22573.0,18522.0
2005-12-21,469584.0,19566.0,21319.0,17673.0
2005-12-22,457519.0,19063.291666666668,21055.0,17573.0
2005-12-23,409696.0,17070.666666666668,19032.0,15402.0
2005-12-24,351715.0,14654.791666666666,16179.0,13507.0
2005-12-25,330187.0,13757.791666666666,14899.0,12324.0
2005-12-26,369544.0,15397.666666666666,17595.0,12665.0
2005-12-27,391897.0,16329.041666666666,17875.0,14255.0
2005-12-28,377614.0,15733.916666666666,17044.0,14074.0
2005-12-29,386272.0,16094.666666666666,18239.0,12967.0
2005-12-30,380603.0,15858.458333333334,17139.0,13948.0
2005-12-31,357718.0,14904.916666666666,16462.0,13219.0
2006-01-01,348838.0,14534.916666666666,15813.0,13635.0
2006-01-02,360979.0,15040.791666666666,16651.0,12904.0
2006-01-03,388440.0,16185.0,18161.0,13112.0
2006-01-04,389390.0,16224.583333333334,17706.0,13709.0
2006-01-05,408358.0,17014.916666666668,19010.0,14053.0
2006-01-06,431726.0,17988.583333333332,19607.0,15162.0
2006-01-07,407393.0,16974.708333333332,18218.0,15476.0
2006-01-08,370067.0,15419.458333333334,16523.0,14541.0
2006-01-09,387682.0,16153.416666666666,18078.0,13429.0
2006-01-10,398395.0,16599.791666666668,18396.0,14289.0
2006-01-11,388405.0,16183.541666666666,18088.0,13656.0
2006-01-12,397572.0,16565.5,19031.0,14714.0
2006-01-13,386520.0,16105.0,17830.0,14086.0
2006-01-14,395799.0,16491.625,18440.0,13723.0
2006-01-15,384663.0,16027.625,17350.0,14942.0
2006-01-16,412237.0,17176.541666666668,18816.0,15201.0
2006-01-17,400122.0,16671.75,18303.0,13977.0
2006-01-18,433470.0,18061.25,20241.0,14511.0
2006-01-19,415599.0,17316.625,19748.0,15891.0
2006-01-20,382507.0,15937.791666666666,17895.0,14194.0
2006-01-21,355687.0,14820.291666666666,16303.0,13023.0
2006-01-22,371655.0,15485.625,17273.0,13901.0
2006-01-23,402586.0,16774.416666666668,18348.0,14244.0
2006-01-24,412101.0,17170.875,19002.0,14831.0
2006-01-25,430900.0,17954.166666666668,19979.0,14961.0
