date,tavg,tmax,tmin,prcp,wspd,pres,rhum,tsun
2011-01-29,-2.0,2.4,-8.3,0.0,22.0,985.4,83,4880.36
2011-01-30,-1.1,2.0,-5.0,0.0,15.9,994.3,80,35017.34
2011-01-31,-4.4,0.5,-9.0,0.0,16.5,998.0,65,29647.38
2011-02-01,-1.3,0.8,-2.2,19.2,22.0,988.9,93,0.0
2011-02-02,-1.6,9.0,-7.5,5.5,37.1,984.6,74,17361.63
2011-02-03,-7.2,-2.3,-12.2,0.0,13.4,1003.4,65,35312.62
2011-02-04,-4.3,2.3,-10.2,0.0,12.6,995.9,57,35386.2
2011-02-05,-1.5,1.8,-4.4,7.9,19.3,979.2,76,8872.36
2011-02-06,-0.8,1.8,-3.3,0.0,15.7,987.1,80,3135.77
2011-02-07,0.5,2.2,-1.5,3.4,17.8,985.1,87,506.12
2011-02-08,-7.3,-2.1,-12.7,0.1,20.1,993.5,72,35973.36
2011-02-09,-9.7,-5.2,-14.7,0.0,15.1,997.2,64,19674.02
2011-02-10,-12.0,-5.5,-19.1,0.0,14.2,994.4,59,36363.27
2011-02-11,-6.5,1.0,-13.2,0.0,20.6,991.1,50,36078.69
2011-02-12,-0.6,2.3,-3.0,0.1,26.1,991.4,62,35962.04
2011-02-13,4.7,10.8,-0.1,0.0,27.7,986.5,63,36744.45
2011-02-14,5.4,8.6,-0.8,0.0,34.3,984.8,64,23523.97
2011-02-15,0.1,5.4,-4.5,0.0,14.8,1000.4,63,34007.51
2011-02-16,5.5,13.1,-0.2,0.0,15.2,992.9,65,18868.06
2011-02-17,11.8,16.8,8.1,0.0,33.0,988.5,73,36000.0
2011-02-18,12.7,14.6,6.8,0.7,28.2,988.4,60,33909.9
2011-02-19,2.8,6.3,-1.7,0.0,22.8,997.9,45,38149.88
2011-02-20,-0.6,3.7,-3.8,3.3,17.1,993.3,69,684.64
2011-02-21,3.5,11.4,-2.2,22.7,21.9,979.2,92,0.0
2011-02-22,-3.8,-1.7,-5.0,0.5,19.8,991.4,80,2039.13
2011-02-23,-2.4,3.1,-8.3,0.0,10.7,997.5,72,38486.71
2011-02-24,2.4,5.6,-2.0,4.2,17.8,988.9,84,0.0
2011-02-25,-1.2,1.5,-3.8,24.1,31.7,984.2,85,21585.41
2011-02-26,-0.6,3.1,-4.2,0.0,10.3,991.0,76,25471.08
2011-02-27,6.9,15.4,-0.6,0.2,19.4,984.6,77,35196.78
2011-02-28,8.2,15.6,-0.7,13.8,34.6,982.2,82,4260.11
2011-03-01,1.1,7.3,-3.9,0.0,12.8,997.6,63,39045.06
2011-03-02,2.0,7.2,-1.7,0.0,18.3,998.3,62,39098.94
2011-03-03,0.9,6.9,-3.7,0.0,19.4,1003.1,45,35185.93
2011-03-04,6.5,9.3,2.2,10.7,19.9,995.6,71,6186.32
2011-03-05,9.4,11.0,1.5,30.3,26.8,988.2,91,0.0
2011-03-06,-0.9,2.4,-3.7,2.9,23.8,992.6,76,21659.28
2011-03-07,-0.7,5.2,-5.8,0.0,13.5,997.0,62,35981.95
2011-03-08,4.6,12.0,-1.5,0.3,16.3,997.5,53,22811.26
2011-03-09,7.0,10.2,4.3,34.1,30.1,988.1,89,0.0
2011-03-10,6.2,9.9,1.0,16.7,22.4,983.8,91,0.0
2011-03-11,1.7,6.7,-1.1,2.8,23.7,986.8,71,28548.53
2011-03-12,7.1,14.8,-0.2,0.0,32.9,984.7,61,40777.66
2011-03-13,3.2,6.2,-1.9,0.0,19.6,995.9,68,26737.46
2011-03-14,3.4,7.9,-1.0,0.0,14.5,1000.1,67,25742.01
2011-03-15,6.2,11.1,1.9,12.3,17.9,993.0,82,2864.0
2011-03-16,7.8,12.6,4.8,0.4,17.1,993.3,80,23718.38
2011-03-17,10.9,19.1,3.1,0.0,25.5,992.8,69,40314.36
2011-03-18,15.5,18.5,9.6,1.1,23.6,990.6,65,26990.12
2011-03-19,6.5,11.1,2.2,0.0,19.0,1002.3,64,41895.86
2011-03-20,8.0,16.0,1.5,0.0,19.0,1000.3,59,36192.3
2011-03-21,16.1,20.6,11.8,6.3,24.0,989.3,80,36746.53
2011-03-22,10.5,13.6,7.7,3.2,16.7,987.8,76,6005.67
2011-03-23,12.6,20.3,5.6,14.3,26.2,974.6,79,29004.02
2011-03-24,1.3,4.2,-1.1,1.7,20.8,985.9,64,30240.67
2011-03-25,0.1,3.6,-3.4,0.0,13.5,991.2,60,17572.73
2011-03-26,-0.4,3.8,-3.9,0.0,19.4,991.5,44,33723.85
2011-03-27,-0.5,4.1,-3.9,0.0,17.9,992.0,48,43845.89
2011-03-28,-0.3,4.5,-3.8,0.0,13.0,994.7,47,41932.37
2011-03-29,1.3,6.8,-4.0,0.0,13.5,996.7,47,39945.9
2011-03-30,1.3,3.8,-1.1,2.4,20.3,989.3,60,18762.91
2011-03-31,1.2,5.2,-3.2,0.0,10.5,983.0,75,18199.72
2011-04-01,3.5,9.8,-2.2,1.9,23.2,977.8,68,31457.05
2011-04-02,5.4,9.8,2.4,1.5,23.9,981.4,79,42340.86
2011-04-03,7.3,15.6,-1.9,0.2,26.7,985.8,65,36567.41
2011-04-04,16.5,20.8,8.1,21.9,34.2,971.8,75,7824.27
2011-04-05,5.1,8.0,2.1,4.3,28.5,980.6,62,44687.77
2011-04-06,9.3,18.6,0.3,0.0,28.4,985.0,53,32589.81
2011-04-07,11.3,17.4,4.8,0.4,16.0,988.7,69,32632.21
2011-04-08,11.8,17.3,8.1,3.5,20.7,986.4,80,18525.36
2011-04-09,12.4,17.6,6.9,0.1,8.6,989.3,87,26883.64
2011-04-10,18.9,27.3,10.2,0.0,27.1,985.3,80,39212.07
2011-04-11,19.5,22.7,13.4,8.4,26.2,979.9,79,2110.0
2011-04-12,8.1,12.1,5.5,15.9,27.9,983.9,76,20236.58
2011-04-13,8.9,16.1,2.2,0.0,15.6,989.6,55,46683.35
2011-04-14,12.0,19.6,5.4,0.0,20.2,991.9,58,46773.0
2011-04-15,13.8,21.6,7.3,3.5,29.6,988.6,60,29430.92
2011-04-16,11.6,14.9,5.5,17.2,33.2,975.2,79,27180.82
2011-04-17,9.6,15.7,4.6,0.1,39.0,982.6,56,43200.0
2011-04-18,12.6,21.1,7.4,0.2,25.4,984.5,64,33182.89
2011-04-19,11.8,20.0,6.5,19.7,21.0,983.1,90,2853.15
2011-04-20,13.7,20.3,8.0,16.3,32.1,986.0,76,34212.71
2011-04-21,8.4,13.2,3.5,0.0,18.4,999.1,56,46800.0
2011-04-22,10.8,16.4,6.6,13.6,19.3,991.1,74,8224.85
2011-04-23,18.2,21.3,16.7,23.9,31.5,984.7,91,9819.71
2011-04-24,16.5,18.4,14.8,26.2,16.2,988.9,94,2142.32
2011-04-25,17.6,23.3,13.5,11.2,23.4,985.5,90,11844.54
2011-04-26,18.9,23.3,15.4,5.4,31.0,979.7,82,18449.63
2011-04-27,18.2,22.0,15.8,15.5,32.5,976.2,83,4321.94
2011-04-28,13.3,17.8,8.5,11.1,39.4,978.7,65,43200.0
2011-04-29,9.8,14.7,6.3,0.0,18.1,987.2,66,41566.06
2011-04-30,11.4,18.3,3.7,0.0,18.6,991.7,66,40664.52
2011-05-01,15.5,19.7,12.4,17.3,28.5,989.4,82,178.44
2011-05-02,12.9,16.5,9.5,15.3,19.7,992.2,88,288.67
2011-05-03,8.5,9.8,7.1,25.8,18.7,992.6,85,0.0
2011-05-04,8.1,12.0,2.9,0.7,18.8,997.6,72,46765.69
2011-05-05,9.9,16.5,2.1,0.0,10.2,997.0,61,47238.68
2011-05-06,11.9,16.4,7.2,0.9,19.2,986.5,69,42098.93
2011-05-07,13.3,19.2,7.7,1.7,16.6,986.2,71,33342.11
2011-05-08,15.0,19.7,10.8,0.3,13.3,987.7,75,39819.42
2011-05-09,15.3,21.4,8.6,0.0,12.8,990.2,52,47838.11
2011-05-10,17.1,24.8,12.0,7.2,14.2,986.1,69,35207.3
2011-05-11,20.6,26.7,15.4,7.1,10.4,986.6,85,44832.59
2011-05-12,22.7,28.0,17.4,6.5,10.4,985.9,83,46800.0
2011-05-13,21.9,26.4,17.4,6.6,13.6,980.9,81,38585.36
2011-05-14,19.6,22.8,16.3,8.4,9.5,977.0,85,35756.17
2011-05-15,15.0,18.3,10.5,18.4,18.8,976.1,90,16073.69
2011-05-16,9.3,10.3,8.5,0.4,20.8,982.3,78,0.0
2011-05-17,9.6,11.1,8.0,11.4,20.6,982.4,90,0.0
2011-05-18,13.0,15.9,10.2,0.4,16.9,982.6,86,6884.16
2011-05-19,14.4,18.4,10.9,6.0,10.8,988.5,82,26309.04
2011-05-20,17.3,21.9,12.0,0.7,8.2,990.8,80,48277.27
2011-05-21,19.3,25.7,11.5,0.0,12.1,989.6,73,48235.89
2011-05-22,21.7,28.3,16.9,6.1,17.7,986.8,77,39941.41
2011-05-23,21.6,26.6,18.4,2.8,29.5,982.6,80,33351.98
2011-05-24,20.7,23.8,18.4,2.5,17.6,984.4,82,34859.55
2011-05-25,20.0,26.4,14.7,27.3,19.9,983.1,88,42496.52
2011-05-26,19.9,23.7,17.0,13.1,24.4,980.5,86,31220.09
2011-05-27,17.4,19.9,15.3,0.3,11.3,985.5,83,32165.31
2011-05-28,18.6,24.7,12.7,0.2,17.7,986.5,77,45930.82
2011-05-29,24.3,30.6,19.0,0.0,19.5,988.4,70,51957.98
2011-05-30,25.9,31.6,19.3,0.0,15.5,993.9,74,52227.16
2011-05-31,26.3,30.9,20.3,1.2,15.7,995.9,76,52315.88
2011-06-01,24.8,27.9,20.4,0.0,20.2,995.0,60,52741.9
2011-06-02,20.1,24.5,15.1,0.0,12.1,995.2,60,50988.39
2011-06-03,18.5,24.5,12.3,0.0,10.9,995.6,56,51028.41
2011-06-04,22.8,30.9,15.0,2.2,18.3,992.5,69,52345.94
2011-06-05,24.7,30.0,20.8,0.0,11.4,991.2,72,50793.01
2011-06-06,24.0,30.2,16.6,0.0,10.1,989.8,62,53042.22
2011-06-07,25.9,31.2,20.0,0.0,16.9,988.0,69,42797.8
2011-06-08,27.1,32.9,20.8,0.0,15.5,988.3,67,49907.46
2011-06-09,24.7,28.6,20.6,11.4,18.4,988.5,75,37178.36
2011-06-10,24.5,29.7,20.6,8.0,15.1,988.4,80,45929.9
2011-06-11,23.1,28.0,20.0,12.6,15.9,986.2,85,46868.35
2011-06-12,20.3,22.9,17.2,0.0,16.3,987.8,74,52048.66
2011-06-13,17.9,22.0,13.8,0.0,13.6,991.1,63,38317.05
2011-06-14,17.3,21.4,12.3,0.0,14.8,990.2,68,41423.83
2011-06-15,17.8,22.8,12.0,1.8,20.8,986.6,69,32302.29
2011-06-16,20.8,25.8,15.8,1.1,19.8,983.1,73,50938.09
2011-06-17,22.8,28.4,16.4,0.0,11.4,985.4,69,53304.92
2011-06-18,22.0,25.9,18.3,4.0,9.7,985.6,87,20934.61
2011-06-19,21.8,26.3,18.6,11.4,14.8,983.7,88,30553.84
2011-06-20,21.6,26.1,17.2,8.3,17.7,984.8,89,22986.5
2011-06-21,24.7,30.9,20.1,3.2,19.0,984.9,83,37391.47
2011-06-22,24.1,27.9,21.1,4.7,25.9,982.8,79,28177.36
2011-06-23,21.8,24.9,19.7,8.7,24.3,979.8,80,48707.25
2011-06-24,19.3,21.3,17.7,1.5,22.8,981.0,75,21915.84
2011-06-25,20.1,23.8,16.0,0.0,19.8,986.6,68,47286.82
2011-06-26,19.1,23.8,16.1,7.0,11.1,988.8,76,25174.41
2011-06-27,21.1,26.3,13.3,0.8,19.4,988.0,79,44509.83
2011-06-28,23.4,27.2,19.9,0.1,21.3,987.0,75,51619.3
2011-06-29,20.5,25.4,14.5,0.0,16.4,991.5,65,53318.16
2011-06-30,22.2,28.2,14.6,0.0,8.0,991.3,63,53289.02
2011-07-01,24.5,30.1,17.3,0.0,8.1,990.5,67,52659.58
2011-07-02,25.1,30.1,19.8,0.1,15.3,991.0,76,46647.02
2011-07-03,25.3,30.5,21.5,1.0,11.7,987.9,77,35024.58
2011-07-04,23.8,28.4,20.3,0.3,11.8,987.4,68,29301.65
2011-07-05,24.3,30.2,17.9,0.0,8.5,988.9,63,53088.61
2011-07-06,25.6,31.1,19.0,0.2,9.0,988.2,64,53038.07
2011-07-07,26.0,30.9,20.3,0.1,7.7,987.3,65,43114.69
2011-07-08,23.9,27.3,21.1,12.8,8.2,984.1,81,33112.17
2011-07-09,24.4,30.1,17.9,0.0,8.7,988.3,64,52311.96
2011-07-10,25.8,31.6,20.0,0.0,10.0,989.5,66,52641.99
2011-07-11,27.1,33.0,21.9,0.6,19.6,987.1,76,46928.86
2011-07-12,28.0,32.8,23.3,0.0,13.9,986.4,69,49226.59
2011-07-13,25.2,28.2,22.1,0.0,16.2,988.0,60,50931.21
2011-07-14,23.5,29.1,17.2,0.0,12.6,990.4,52,46353.44
2011-07-15,24.0,30.2,17.9,0.0,14.1,989.1,57,50081.24
2011-07-16,24.6,28.4,19.8,0.1,10.8,991.9,68,50003.3
2011-07-17,26.0,30.8,20.5,0.0,9.4,994.1,72,50542.32
2011-07-18,27.0,32.0,21.8,0.6,16.8,991.1,76,36477.65
2011-07-19,27.7,32.4,24.1,6.0,13.0,985.9,78,31856.88
2011-07-20,28.5,34.3,22.2,0.0,8.4,985.5,72,49060.11
2011-07-21,30.7,36.3,25.2,0.0,15.2,985.2,67,50461.77
2011-07-22,29.8,35.1,26.1,4.7,13.3,987.9,72,35727.76
2011-07-23,28.7,33.8,25.0,4.6,14.1,989.7,78,47614.91
2011-07-24,28.4,33.4,25.0,3.2,11.3,989.6,75,47069.88
2011-07-25,26.8,30.6,23.8,5.9,15.0,986.1,75,43201.81
2011-07-26,26.2,31.0,20.2,0.0,16.4,984.5,63,49997.62
2011-07-27,26.2,32.0,19.4,0.0,10.0,987.8,60,47468.7
2011-07-28,29.4,34.0,25.1,0.0,16.2,989.3,63,47404.57
2011-07-29,29.2,34.5,24.9,4.0,19.2,989.4,63,47243.21
2011-07-30,27.4,31.7,23.8,0.0,8.7,991.6,69,41394.09
2011-07-31,27.6,33.5,20.6,0.0,7.4,992.5,52,49281.79
2011-08-01,28.1,33.8,21.3,0.0,16.1,990.3,54,45494.61
2011-08-02,26.9,31.1,21.7,0.0,9.1,986.2,71,27567.62
2011-08-03,25.8,29.4,21.6,19.7,20.9,980.9,73,29244.49
2011-08-04,25.5,29.3,21.5,0.1,9.5,986.4,72,47269.7
2011-08-05,26.0,30.8,21.2,0.0,8.7,988.3,67,41526.09
2011-08-06,26.4,30.3,22.8,7.6,14.7,985.5,73,46800.0
2011-08-07,26.0,30.9,23.0,6.7,15.6,982.1,81,41743.23
2011-08-08,25.6,29.9,21.3,0.1,13.8,980.6,74,46800.0
2011-08-09,24.4,28.5,21.1,12.6,21.9,978.0,72,43882.26
2011-08-10,22.5,25.7,18.0,0.0,20.8,982.0,68,46827.91
2011-08-11,20.7,26.0,14.5,0.0,11.8,987.7,52,47178.85
2011-08-12,21.3,27.4,14.1,0.0,8.1,990.2,55,46899.96
2011-08-13,23.2,29.8,16.6,0.0,9.6,986.7,63,40488.64
2011-08-14,21.1,24.8,18.0,3.0,16.5,983.6,78,43132.92
2011-08-15,21.2,24.9,18.1,0.1,20.6,985.3,72,42373.89
2011-08-16,21.8,28.1,14.9,0.0,8.6,990.3,60,46800.0
2011-08-17,22.7,28.9,15.0,0.0,8.6,992.7,56,46800.0
2011-08-18,24.4,30.1,18.3,0.4,8.4,989.1,58,46800.0
2011-08-19,24.7,29.6,19.8,0.2,7.7,986.7,69,46800.0
2011-08-20,25.6,30.6,19.8,0.0,8.9,988.4,64,36000.0
2011-08-21,25.1,28.9,21.3,3.0,16.1,986.8,65,45828.45
2011-08-22,21.3,24.8,16.1,0.0,13.4,990.6,53,38071.24
2011-08-23,22.2,27.9,15.9,0.0,13.2,989.8,56,46800.0
2011-08-24,24.4,32.5,18.6,12.3,22.9,984.4,64,29938.36
2011-08-25,23.8,27.7,20.9,8.7,17.1,985.4,73,39126.11
2011-08-26,22.3,26.6,17.6,0.0,10.8,989.3,70,46374.41
2011-08-27,22.0,27.8,16.1,0.0,19.2,984.7,69,46800.0
2011-08-28,21.5,25.2,18.4,0.0,19.6,982.6,66,44752.36
2011-08-29,19.6,25.0,14.4,0.0,12.0,989.0,59,38363.09
2011-08-30,20.4,26.7,12.9,0.0,9.8,992.4,56,43286.3
2011-08-31,23.4,29.3,17.7,0.2,10.7,992.2,61,46625.66
2011-09-01,25.9,32.3,21.4,14.6,15.8,990.6,68,43568.75
2011-09-02,28.3,34.1,23.4,0.9,10.9,989.0,64,46377.97
2011-09-03,28.4,34.3,22.3,0.1,10.1,987.1,62,46226.45
2011-09-04,24.7,27.7,20.5,4.8,12.4,984.9,74,28479.77
2011-09-05,17.7,20.2,15.8,7.1,24.4,986.1,76,93.04
2011-09-06,17.0,20.2,14.1,3.8,27.1,988.2,66,31772.91
2011-09-07,16.6,19.2,14.9,12.8,19.9,986.5,88,755.91
2011-09-08,17.7,20.1,16.5,11.7,13.5,986.3,90,4005.24
2011-09-09,16.8,19.7,14.1,0.0,6.5,987.3,89,12781.18
2011-09-10,19.0,23.6,14.1,0.0,6.5,989.4,78,43435.12
2011-09-11,19.5,23.8,15.8,7.0,9.6,990.2,83,37633.3
2011-09-12,20.5,25.9,15.1,0.2,11.5,990.3,78,44111.86
2011-09-13,22.2,28.7,17.0,0.9,23.7,986.8,69,42304.3
2011-09-14,19.1,23.5,15.3,3.9,18.1,988.4,76,34077.92
2011-09-15,13.4,16.1,10.0,6.8,24.0,994.6,67,37321.91
2011-09-16,11.7,16.8,6.8,0.0,13.2,999.9,61,24024.53
2011-09-17,14.7,19.9,10.3,0.7,14.0,998.1,67,34791.15
2011-09-18,16.6,21.7,11.7,1.3,14.2,996.9,73,37836.25
2011-09-19,17.1,19.4,15.4,21.0,16.8,990.7,85,0.0
2011-09-20,19.0,22.3,16.7,4.9,11.8,991.2,87,28469.47
2011-09-21,19.4,22.1,17.8,15.1,15.3,990.2,92,9658.19
2011-09-22,19.4,23.7,16.3,0.3,10.6,991.5,81,38179.34
2011-09-23,14.4,17.7,12.5,11.6,19.1,989.7,87,0.0
2011-09-24,14.5,19.7,8.9,0.0,11.2,990.3,78,39872.16
2011-09-25,18.0,24.7,12.2,0.3,13.2,987.9,79,39790.85
2011-09-26,19.0,20.3,15.5,12.8,23.2,982.7,86,18826.98
2011-09-27,15.4,20.3,10.2,0.1,20.2,984.7,75,28336.43
2011-09-28,15.1,18.4,11.6,1.1,15.0,983.6,78,38762.57
2011-09-29,15.2,20.5,10.9,5.4,20.5,981.1,78,29185.08
2011-09-30,12.2,14.1,8.4,1.3,28.4,981.7,69,5404.19
2011-10-01,8.0,11.1,4.4,1.7,28.1,989.8,76,0.0
2011-10-02,9.7,13.8,5.9,0.2,22.2,991.6,62,39698.91
2011-10-03,11.5,16.0,7.4,0.0,17.0,992.6,73,16508.65
2011-10-04,14.1,19.7,8.7,0.0,8.2,997.1,80,39001.6
2011-10-05,15.7,22.5,8.1,0.0,8.9,997.8,78,39600.0
2011-10-06,17.1,23.8,9.6,0.0,8.7,998.8,76,39600.0
2011-10-07,17.5,24.5,10.5,0.0,9.2,1000.8,75,39600.0
2011-10-08,17.8,24.7,12.7,0.0,11.1,1001.8,70,39543.88
2011-10-09,17.0,23.5,11.1,0.0,10.8,1001.1,64,34055.68
2011-10-10,17.8,24.4,12.6,0.0,11.5,996.7,66,33880.9
2011-10-11,17.3,23.2,12.3,0.0,10.9,991.2,69,32195.64
2011-10-12,16.0,18.0,14.1,9.0,13.2,985.2,82,0.0
2011-10-13,16.5,19.2,14.1,3.5,12.7,976.2,85,15115.46
2011-10-14,14.0,16.5,11.8,2.2,31.7,974.7,71,31963.82
2011-10-15,12.7,16.0,9.8,0.0,32.7,982.2,52,38899.08
2011-10-16,15.3,22.2,9.9,0.1,27.1,984.2,54,34000.56
2011-10-17,12.1,16.3,7.2,0.3,21.1,984.6,54,35444.8
2011-10-18,11.0,14.7,9.0,4.6,15.1,982.1,64,15505.97
2011-10-19,11.4,13.8,8.9,51.4,27.9,969.7,94,0.0
2011-10-20,6.7,9.0,4.3,8.0,32.0,970.1,93,0.0
2011-10-21,8.6,11.5,6.3,0.0,24.4,989.1,72,19618.19
2011-10-22,8.8,13.7,3.6,0.0,9.2,992.5,75,36000.0
2011-10-23,10.1,16.8,3.8,0.0,15.0,990.7,71,34560.65
2011-10-24,11.7,15.8,7.7,1.9,20.3,990.3,74,34676.83
2011-10-25,11.0,17.8,3.6,0.0,18.6,992.8,67,36239.02
2011-10-26,15.8,20.5,12.9,4.7,20.1,983.5,72,25672.95
2011-10-27,8.0,13.4,5.0,6.6,20.6,985.6,89,3019.68
2011-10-28,4.8,8.6,1.1,0.0,8.2,994.0,80,15957.66
2011-10-29,5.3,10.5,0.9,1.0,12.0,991.6,76,35978.5
2011-10-30,5.5,11.2,0.4,0.0,12.4,995.2,74,35949.65
2011-10-31,7.0,11.7,3.8,1.2,18.8,993.0,71,34431.56
2011-11-01,6.9,14.1,0.5,0.0,12.8,996.7,77,35889.25
2011-11-02,9.9,17.2,3.5,0.0,15.3,995.9,68,35619.71
2011-11-03,10.8,14.7,7.0,0.9,15.3,988.7,69,20586.45
2011-11-04,8.7,12.1,4.5,1.8,22.7,993.3,67,33777.25
2011-11-05,5.7,12.0,0.5,0.0,13.2,998.5,62,35435.54
2011-11-06,8.1,14.6,3.2,0.0,18.5,998.0,55,35399.86
2011-11-07,11.3,16.6,7.2,0.0,12.3,997.9,74,14675.97
2011-11-08,12.5,19.0,7.1,0.0,15.2,994.0,79,35199.78
2011-11-09,12.4,16.0,7.0,4.0,30.9,986.5,77,2690.02
2011-11-10,5.2,8.2,2.0,0.4,24.1,988.9,61,35059.49
2011-11-11,2.7,6.1,-0.2,0.0,18.5,989.4,63,32784.05
2011-11-12,8.6,14.5,2.8,0.0,23.3,987.8,53,34919.97
2011-11-13,13.4,16.8,10.3,0.0,31.1,983.1,53,13183.05
2011-11-14,17.3,21.0,15.2,14.4,34.3,979.7,81,11058.17
2011-11-15,12.9,16.4,10.3,13.7,15.6,983.9,87,0.0
2011-11-16,10.0,11.8,4.1,5.0,18.7,985.8,81,3569.79
2011-11-17,2.5,5.3,-0.4,0.0,30.6,993.9,47,28800.0
2011-11-18,1.6,7.1,-3.5,0.0,22.0,999.0,50,34377.47
2011-11-19,7.6,13.0,3.1,0.0,26.3,992.8,55,23241.16
2011-11-20,13.1,14.6,9.1,12.2,26.5,992.9,86,0.0
2011-11-21,6.9,8.5,5.8,4.5,14.4,996.5,89,0.0
2011-11-22,9.8,15.8,6.5,21.7,30.1,987.4,95,0.0
2011-11-23,7.0,13.7,3.6,0.7,29.5,989.5,77,32400.0
2011-11-24,4.6,9.1,0.7,0.0,14.5,998.8,90,20213.03
2011-11-25,7.9,14.1,3.5,0.0,19.8,995.1,77,32949.98
2011-11-26,11.0,16.2,7.0,0.0,20.0,991.9,68,29078.79
2011-11-27,12.2,14.3,8.8,26.2,22.3,985.7,89,0.0
2011-11-28,9.2,13.2,6.1,30.7,18.6,986.5,96,0.0
2011-11-29,7.9,13.9,2.4,13.8,30.4,977.5,90,4728.82
2011-11-30,1.6,4.6,-1.2,0.9,25.3,986.6,75,32400.0
2011-12-01,0.7,6.0,-3.3,0.0,9.7,998.3,81,32466.44
2011-12-02,1.6,7.0,-2.1,0.0,10.2,1001.5,80,32497.79
2011-12-03,3.9,10.8,-1.4,0.0,16.3,1002.7,78,27244.79
2011-12-04,8.1,11.7,5.2,7.2,20.8,996.0,71,11945.79
2011-12-05,9.3,10.8,4.6,50.2,23.3,992.7,95,0.0
2011-12-06,3.5,5.1,2.7,4.8,24.9,991.6,89,0.0
2011-12-07,0.9,2.4,-1.1,0.8,19.2,988.7,77,12639.48
2011-12-08,-0.5,3.2,-4.0,0.0,15.1,995.9,64,29749.74
2011-12-09,0.9,5.2,-2.0,0.0,15.7,996.6,74,23127.94
2011-12-10,-3.3,-1.2,-5.7,0.0,14.5,1004.3,57,32400.0
2011-12-11,-3.1,1.8,-6.9,0.0,10.1,1006.4,54,32400.0
2011-12-12,-1.3,5.3,-5.7,0.0,8.9,1003.5,66,32400.0
2011-12-13,1.5,4.9,-2.4,0.0,7.1,1002.8,77,13474.08
2011-12-14,7.3,12.2,2.7,6.1,17.4,996.1,89,16073.11
2011-12-15,11.8,14.5,3.9,11.2,30.7,985.7,84,6097.6
2011-12-16,1.2,3.0,-0.8,0.0,25.7,997.5,62,13674.89
2011-12-17,-0.3,1.2,-1.7,0.4,13.5,997.7,67,0.03
2011-12-18,0.9,5.1,-1.1,0.0,14.6,996.3,75,24997.23
2011-12-19,4.6,7.7,0.8,0.7,20.9,991.5,76,0.0
2011-12-20,5.8,7.2,4.2,11.2,13.5,991.2,95,0.0
2011-12-21,11.2,14.7,7.6,11.6,28.5,982.3,88,17978.15
2011-12-22,6.9,8.2,2.8,14.0,12.6,990.2,84,1117.38
2011-12-23,2.3,3.7,0.5,0.4,13.3,996.0,83,5106.22
2011-12-24,0.6,4.0,-2.6,0.0,14.7,1000.6,74,32400.0
2011-12-25,2.1,7.7,-1.3,0.0,23.8,994.9,70,32400.0
2011-12-26,1.3,6.1,-3.0,0.0,14.8,997.5,76,32400.0
2011-12-27,1.5,2.5,1.1,15.4,23.0,978.3,89,0.0
2011-12-28,-1.2,1.9,-3.0,0.0,26.1,987.3,73,23438.95
2011-12-29,1.5,6.7,-4.5,0.5,22.9,983.7,75,17152.5
2011-12-30,6.9,11.5,3.7,4.4,23.3,980.7,81,14116.15
2011-12-31,5.6,6.8,4.3,0.1,18.0,986.7,86,0.0
2012-01-01,4.8,10.0,-0.1,2.1,36.7,984.6,77,11805.73
2012-01-02,-2.8,-0.7,-5.0,0.5,26.7,990.2,60,18091.77
2012-01-03,-6.0,-3.9,-8.3,0.0,25.6,997.6,57,31156.66
2012-01-04,-3.5,1.1,-7.2,0.0,18.9,991.8,55,11108.91
2012-01-05,0.7,6.0,-3.1,0.0,18.6,988.7,73,32400.0
2012-01-06,6.0,11.8,2.6,0.0,20.3,983.3,70,32400.0
2012-01-07,5.3,8.4,0.2,0.0,17.3,986.2,75,30428.93
2012-01-08,0.8,4.5,-1.8,0.0,10.9,998.1,75,31434.59
2012-01-09,1.3,6.5,-2.5,0.0,12.5,994.0,67,28800.0
2012-01-10,2.1,8.0,-2.2,0.0,12.8,989.5,75,32477.04
2012-01-11,3.0,7.6,-1.1,10.3,19.3,978.2,90,0.0
2012-01-12,4.7,7.5,-5.1,3.4,27.9,970.3,91,0.0
2012-01-13,-7.0,-5.5,-8.6,1.9,33.4,982.3,59,16023.12
2012-01-14,-7.1,-4.9,-9.6,0.0,17.2,992.9,65,17321.13
2012-01-15,-7.4,-2.7,-11.8,0.0,14.5,1001.5,67,33344.18
2012-01-16,1.3,8.0,-5.6,1.1,26.0,993.0,67,15261.35
2012-01-17,8.4,13.7,0.2,9.8,38.8,981.2,86,11028.24
2012-01-18,-2.8,-0.7,-5.4,0.0,24.4,994.4,60,25178.1
2012-01-19,-3.1,1.3,-6.5,1.2,25.4,988.4,64,3656.07
2012-01-20,-7.0,-2.8,-11.4,2.0,15.1,993.9,53,20366.19
2012-01-21,-4.3,-2.3,-6.7,7.4,20.1,991.3,82,19939.45
2012-01-22,-1.0,7.4,-8.6,0.0,19.7,992.6,81,31800.11
2012-01-23,8.1,12.7,3.4,16.0,32.6,980.9,83,10486.23
2012-01-24,1.5,3.5,-1.9,0.0,20.3,993.5,71,32665.48
2012-01-25,-0.9,2.4,-4.0,2.0,10.9,998.8,77,2679.1
2012-01-26,3.1,6.6,-0.2,22.4,13.6,983.8,95,0.0
2012-01-27,2.4,6.7,-1.4,15.2,26.6,980.9,87,6046.65
