mode,RMSE,MAE,MAPE,R2
单步(30天),12552.025455588095,8841.542662556965,2.323572013209004,0.8132514661713441
递归多步(30天),36935.69552459684,33608.13724772135,9.148149294674106,-0.6170451314818148
